-0.6181	0.4554	0.01	-0.5537	0.3986	0.02	542
0.0348	0.3977	0.03	0.1229	0.4012	0.03	542
-0.8141	0.4163	0.02	-0.6395	0.2528	0.02	1127
-0.7591	0.3898	0.02	-0.5271	0.2566	0.02	1127
-0.1568	0.238	0.01	0.2415	0.2338	0.1	1127
-0.5181	-0.1694	0.02	-0.0948	-0.2598	0.02	1127
-0.472	-0.1773	0.02	-0.0468	-0.2516	0.01	1127
-0.5834	-0.2706	0.05	-0.1703	-0.371	0.06	1127
-0.5149	-0.3016	0.02	-0.0828	-0.381	0.03	1127
